word,esdb_level,decision,existing_rarity,existing_definition,reason
lotoses,80,deferred,,,Not individually approved; not added to puzzles.
lotsa,70,deferred,,,Not individually approved; not added to puzzles.
lotta,70,deferred,,,Not individually approved; not added to puzzles.
lotte,80,deferred,,,Not individually approved; not added to puzzles.
lotted,80,deferred,,,Not individually approved; not added to puzzles.
lotter,80,deferred,,,Not individually approved; not added to puzzles.
lotters,80,deferred,,,Not individually approved; not added to puzzles.
lottes,80,deferred,,,Not individually approved; not added to puzzles.
lotting,80,deferred,,,Not individually approved; not added to puzzles.
lottos,80,deferred,,,Not individually approved; not added to puzzles.
louden,70,deferred,,,Not individually approved; not added to puzzles.
loudens,70,deferred,,,Not individually approved; not added to puzzles.
loudish,70,deferred,,,Not individually approved; not added to puzzles.
louis,70,deferred,2,"Any gold or silver coin issued by the French kings from Louis XIII to Louis XVI and bearing their image on the obverse side, particularly the gold louis d'ors, originally a French form of the Spanish doubloon but varying in value between 10 and 24 livres.",Not individually approved; not added to puzzles.
loungy,80,deferred,,,Not individually approved; not added to puzzles.
loup,70,deferred,,,Not individually approved; not added to puzzles.
loupe,70,deferred,4,"A magnifying glass, usually mounted in an eyepiece, often used by jewellers and watchmakers.",Not individually approved; not added to puzzles.
louped,70,deferred,,,Not individually approved; not added to puzzles.
loupen,80,deferred,,,Not individually approved; not added to puzzles.
loupes,70,deferred,,,Not individually approved; not added to puzzles.
louping,70,deferred,,,Not individually approved; not added to puzzles.
loups,70,deferred,,,Not individually approved; not added to puzzles.
louted,80,deferred,,,Not individually approved; not added to puzzles.
louting,80,deferred,,,Not individually approved; not added to puzzles.
louvar,70,deferred,,,Not individually approved; not added to puzzles.
lovage,70,deferred,,,Not individually approved; not added to puzzles.
lovages,70,deferred,,,Not individually approved; not added to puzzles.
lovat,80,deferred,4,A dusty blue-green colour.,Not individually approved; not added to puzzles.
lovats,80,deferred,,,Not individually approved; not added to puzzles.
lovebug,80,deferred,,,Not individually approved; not added to puzzles.
loverly,70,deferred,,,Not individually approved; not added to puzzles.
lowbred,70,deferred,,,Not individually approved; not added to puzzles.
lowe,80,deferred,,,Not individually approved; not added to puzzles.
lowery,70,deferred,,,Not individually approved; not added to puzzles.
lowes,80,deferred,,,Not individually approved; not added to puzzles.
lowlily,80,deferred,,,Not individually approved; not added to puzzles.
lown,80,deferred,,,Not individually approved; not added to puzzles.
lowp,80,deferred,,,Not individually approved; not added to puzzles.
lowped,80,deferred,,,Not individually approved; not added to puzzles.
lowping,80,deferred,,,Not individually approved; not added to puzzles.
lowps,80,deferred,,,Not individually approved; not added to puzzles.
lozengy,70,deferred,,,Not individually approved; not added to puzzles.
lubra,70,deferred,,,Not individually approved; not added to puzzles.
lubras,70,deferred,,,Not individually approved; not added to puzzles.
lubric,70,deferred,,,Not individually approved; not added to puzzles.
lucarne,70,deferred,,,Not individually approved; not added to puzzles.
luce,70,deferred,3,"The pike, Esox lucius, when fully grown.",Not individually approved; not added to puzzles.
lucency,70,deferred,,,Not individually approved; not added to puzzles.
lucern,80,deferred,,,Not individually approved; not added to puzzles.
lucerne,70,deferred,3,Alfalfa.,Not individually approved; not added to puzzles.
lucerns,80,deferred,,,Not individually approved; not added to puzzles.
luces,70,deferred,4,"plural of luce. Meaning: The pike, Esox lucius, when fully grown.",Not individually approved; not added to puzzles.
lucifer,70,deferred,3,"A self-igniting match, i.e. one which could be lit by striking on any surface (as opposed to safety matches which only light against the material on the side of the box).",Not individually approved; not added to puzzles.
lucite,80,deferred,,,Not individually approved; not added to puzzles.
lucites,80,deferred,,,Not individually approved; not added to puzzles.
lucres,80,deferred,,,Not individually approved; not added to puzzles.
lude,80,deferred,,,Not individually approved; not added to puzzles.
ludes,80,deferred,,,Not individually approved; not added to puzzles.
ludic,70,deferred,,,Not individually approved; not added to puzzles.
ludos,70,deferred,,,Not individually approved; not added to puzzles.
lues,70,deferred,,,Not individually approved; not added to puzzles.
luetic,70,deferred,,,Not individually approved; not added to puzzles.
luffa,70,deferred,,,Not individually approved; not added to puzzles.
luffas,70,deferred,,,Not individually approved; not added to puzzles.
luged,70,deferred,,,Not individually approved; not added to puzzles.
lugeing,70,deferred,,,Not individually approved; not added to puzzles.
luger,70,deferred,,,Not individually approved; not added to puzzles.
lugers,70,deferred,,,Not individually approved; not added to puzzles.
luging,70,deferred,,,Not individually approved; not added to puzzles.
lugworm,70,deferred,,,Not individually approved; not added to puzzles.
luller,80,deferred,,,Not individually approved; not added to puzzles.
lullers,80,deferred,,,Not individually approved; not added to puzzles.
lum,80,deferred,,,Not individually approved; not added to puzzles.
lumbars,80,deferred,,,Not individually approved; not added to puzzles.
lumenal,70,deferred,,,Not individually approved; not added to puzzles.
lumina,70,deferred,,,Not individually approved; not added to puzzles.
luminal,70,deferred,,,Not individually approved; not added to puzzles.
lumma,80,deferred,,,Not individually approved; not added to puzzles.
lumpens,80,deferred,,,Not individually approved; not added to puzzles.
lumper,70,deferred,4,An extra laborer hired to assist in the loading or unloading of a truck or a ship.,Not individually approved; not added to puzzles.
lumpers,70,deferred,,,Not individually approved; not added to puzzles.
lumpily,70,deferred,,,Not individually approved; not added to puzzles.
lums,80,deferred,,,Not individually approved; not added to puzzles.
lunate,70,deferred,4,Shaped like a crescent.,Not individually approved; not added to puzzles.
lunated,80,deferred,,,Not individually approved; not added to puzzles.
lunates,80,deferred,,,Not individually approved; not added to puzzles.
luncher,70,deferred,,,Not individually approved; not added to puzzles.
lune,70,deferred,4,"A concave figure formed by the intersection of the arcs of two circles on a plane, or on a sphere the intersection between two great semicircles.",Not individually approved; not added to puzzles.
lunes,70,deferred,4,plural of lune,Not individually approved; not added to puzzles.
lunette,70,deferred,4,A small opening in a vaulted roof of a circular or crescent shape.,Not individually approved; not added to puzzles.
lungan,70,deferred,,,Not individually approved; not added to puzzles.
lungans,70,deferred,,,Not individually approved; not added to puzzles.
lunger,70,deferred,,,Not individually approved; not added to puzzles.
lungers,70,deferred,,,Not individually approved; not added to puzzles.
lungi,70,deferred,,,Not individually approved; not added to puzzles.
lungis,70,deferred,,,Not individually approved; not added to puzzles.
lungyi,80,deferred,,,Not individually approved; not added to puzzles.
lungyis,80,deferred,,,Not individually approved; not added to puzzles.
lunier,80,deferred,,,Not individually approved; not added to puzzles.
lunies,80,deferred,,,Not individually approved; not added to puzzles.
luniest,80,deferred,,,Not individually approved; not added to puzzles.
lunk,70,deferred,,,Not individually approved; not added to puzzles.
lunker,80,deferred,,,Not individually approved; not added to puzzles.
lunkers,80,deferred,,,Not individually approved; not added to puzzles.
lunks,70,deferred,,,Not individually approved; not added to puzzles.
lunt,80,deferred,,,Not individually approved; not added to puzzles.
lunted,80,deferred,,,Not individually approved; not added to puzzles.
lunting,80,deferred,,,Not individually approved; not added to puzzles.
lunts,80,deferred,,,Not individually approved; not added to puzzles.
lunula,70,deferred,,,Not individually approved; not added to puzzles.
lunular,70,deferred,,,Not individually approved; not added to puzzles.
lunulas,70,deferred,,,Not individually approved; not added to puzzles.
lunule,70,deferred,,,Not individually approved; not added to puzzles.
lunules,80,deferred,,,Not individually approved; not added to puzzles.
luny,80,deferred,,,Not individually approved; not added to puzzles.
lupanar,80,deferred,,,Not individually approved; not added to puzzles.
lupous,80,deferred,,,Not individually approved; not added to puzzles.
lupulin,70,deferred,,,Not individually approved; not added to puzzles.
lupuses,80,deferred,,,Not individually approved; not added to puzzles.
lur,70,deferred,,,Not individually approved; not added to puzzles.
lurcher,70,deferred,,,Not individually approved; not added to puzzles.
lurdan,70,deferred,,,Not individually approved; not added to puzzles.
lurdane,70,deferred,,,Not individually approved; not added to puzzles.
lurdans,70,deferred,,,Not individually approved; not added to puzzles.
lurer,80,deferred,,,Not individually approved; not added to puzzles.
lurers,80,deferred,,,Not individually approved; not added to puzzles.
lurex,80,deferred,,,Not individually approved; not added to puzzles.
lurexes,80,deferred,,,Not individually approved; not added to puzzles.
lurider,80,deferred,,,Not individually approved; not added to puzzles.
lurker,70,deferred,4,One who lurks.,Not individually approved; not added to puzzles.
lurkers,70,deferred,,,Not individually approved; not added to puzzles.
lurs,70,deferred,,,Not individually approved; not added to puzzles.
lurve,70,deferred,,,Not individually approved; not added to puzzles.
lushed,80,deferred,,,Not individually approved; not added to puzzles.
lushing,80,deferred,,,Not individually approved; not added to puzzles.
lushy,70,deferred,,,Not individually approved; not added to puzzles.
lusters,80,deferred,,,Not individually approved; not added to puzzles.
lustra,70,deferred,,,Not individually approved; not added to puzzles.
lustral,70,deferred,,,Not individually approved; not added to puzzles.
lustrum,70,deferred,,,Not individually approved; not added to puzzles.
luteal,70,deferred,,,Not individually approved; not added to puzzles.
luted,80,deferred,,,Not individually approved; not added to puzzles.
lutein,80,deferred,4,"A yellow carotenoid pigment, widely distributed in both plants and animals.",Not individually approved; not added to puzzles.
luteins,80,deferred,,,Not individually approved; not added to puzzles.
luteous,70,deferred,,,Not individually approved; not added to puzzles.
lutfisk,80,deferred,,,Not individually approved; not added to puzzles.
luthern,70,deferred,,,Not individually approved; not added to puzzles.
luthier,80,deferred,4,"A person who, or a business which, makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.",Not individually approved; not added to puzzles.
luting,70,deferred,,,Not individually approved; not added to puzzles.
lutings,70,deferred,,,Not individually approved; not added to puzzles.
lutist,70,deferred,,,Not individually approved; not added to puzzles.
lutists,70,deferred,,,Not individually approved; not added to puzzles.
lutz,80,deferred,4,"A jump in which the skater takes off from the back outside edge of one skate, rotates counterclockwise and lands on the back outside edge of the other skate.",Not individually approved; not added to puzzles.
lutzes,80,deferred,,,Not individually approved; not added to puzzles.
luxate,70,deferred,,,Not individually approved; not added to puzzles.
luxated,70,deferred,,,Not individually approved; not added to puzzles.
luxates,70,deferred,,,Not individually approved; not added to puzzles.
luxes,70,deferred,,,Not individually approved; not added to puzzles.
lwei,70,deferred,,,Not individually approved; not added to puzzles.
lweis,70,deferred,,,Not individually approved; not added to puzzles.
lyart,80,deferred,,,Not individually approved; not added to puzzles.
lyase,80,deferred,,,Not individually approved; not added to puzzles.
lyases,80,deferred,,,Not individually approved; not added to puzzles.
lycea,80,deferred,,,Not individually approved; not added to puzzles.
lycee,80,deferred,,,Not individually approved; not added to puzzles.
lycees,80,deferred,,,Not individually approved; not added to puzzles.
lych,80,deferred,,,Not individually approved; not added to puzzles.
lyches,80,deferred,,,Not individually approved; not added to puzzles.
lychnis,70,deferred,,,Not individually approved; not added to puzzles.
lycopod,80,deferred,,,Not individually approved; not added to puzzles.
lycra,80,deferred,,,Not individually approved; not added to puzzles.
lycras,80,deferred,,,Not individually approved; not added to puzzles.
lyddite,70,deferred,,,Not individually approved; not added to puzzles.
lyes,80,deferred,,,Not individually approved; not added to puzzles.
lyingly,80,deferred,,,Not individually approved; not added to puzzles.
lyings,80,deferred,,,Not individually approved; not added to puzzles.
lymphs,80,deferred,,,Not individually approved; not added to puzzles.
lyncean,70,deferred,,,Not individually approved; not added to puzzles.
lyrate,70,deferred,,,Not individually approved; not added to puzzles.
lyrated,80,deferred,,,Not individually approved; not added to puzzles.
lyricon,80,deferred,,,Not individually approved; not added to puzzles.
lyrism,70,deferred,,,Not individually approved; not added to puzzles.
lyrisms,70,deferred,,,Not individually approved; not added to puzzles.
lyrist,70,deferred,,,Not individually approved; not added to puzzles.
lyrists,70,deferred,,,Not individually approved; not added to puzzles.
lysate,80,deferred,,,Not individually approved; not added to puzzles.
lysates,80,deferred,,,Not individually approved; not added to puzzles.
lyse,70,deferred,,,Not individually approved; not added to puzzles.
lysed,70,deferred,,,Not individually approved; not added to puzzles.
lyses,70,deferred,,,Not individually approved; not added to puzzles.
lysin,70,deferred,4,"any substance or antibody that can cause the destruction (by lysis) of blood cells, bacteria etc",Not individually approved; not added to puzzles.
lysine,70,deferred,3,"An amino acid, C₆H₁₄N₂O₂, in L- or D-forms.",Not individually approved; not added to puzzles.
lysines,70,deferred,,,Not individually approved; not added to puzzles.
lysing,70,deferred,,,Not individually approved; not added to puzzles.
lysins,70,deferred,,,Not individually approved; not added to puzzles.
lysis,70,deferred,4,A plinth or step above the cornice of the podium in an ancient temple.,Not individually approved; not added to puzzles.
lysogen,80,deferred,,,Not individually approved; not added to puzzles.
lyssa,70,deferred,,,Not individually approved; not added to puzzles.
lyssas,70,deferred,,,Not individually approved; not added to puzzles.
lytic,70,deferred,,,Not individually approved; not added to puzzles.
lytta,70,deferred,,,Not individually approved; not added to puzzles.
lyttae,80,deferred,,,Not individually approved; not added to puzzles.
lyttas,70,deferred,,,Not individually approved; not added to puzzles.
maar,80,deferred,,,Not individually approved; not added to puzzles.
maars,80,deferred,,,Not individually approved; not added to puzzles.
maas,70,deferred,,,Not individually approved; not added to puzzles.
mabe,80,deferred,,,Not individually approved; not added to puzzles.
mabes,80,deferred,,,Not individually approved; not added to puzzles.
macaber,80,deferred,,,Not individually approved; not added to puzzles.
macaco,70,deferred,4,"A macaque, or similar monkey.",Not individually approved; not added to puzzles.
macacos,70,deferred,,,Not individually approved; not added to puzzles.
macer,80,deferred,4,"A mace bearer; specifically, an officer of a court in Scotland.",Not individually approved; not added to puzzles.
macers,80,deferred,4,plural of macer,Not individually approved; not added to puzzles.
mache,80,deferred,,,Not individually approved; not added to puzzles.
maches,80,deferred,,,Not individually approved; not added to puzzles.
machree,70,deferred,,,Not individually approved; not added to puzzles.
machs,80,deferred,,,Not individually approved; not added to puzzles.
machzor,70,deferred,,,Not individually approved; not added to puzzles.
mackle,70,deferred,,,Not individually approved; not added to puzzles.
mackled,80,deferred,,,Not individually approved; not added to puzzles.
mackles,70,deferred,,,Not individually approved; not added to puzzles.
macle,70,deferred,,,Not individually approved; not added to puzzles.
macled,80,deferred,,,Not individually approved; not added to puzzles.
macles,70,deferred,,,Not individually approved; not added to puzzles.
macon,80,deferred,,,Not individually approved; not added to puzzles.
macons,80,deferred,,,Not individually approved; not added to puzzles.
macula,70,deferred,,,Not individually approved; not added to puzzles.
macular,80,deferred,,,Not individually approved; not added to puzzles.
maculas,70,deferred,,,Not individually approved; not added to puzzles.
macule,70,deferred,,,Not individually approved; not added to puzzles.
maculed,80,deferred,,,Not individually approved; not added to puzzles.
macules,70,deferred,,,Not individually approved; not added to puzzles.
macumba,80,deferred,,,Not individually approved; not added to puzzles.
madded,80,deferred,,,Not individually approved; not added to puzzles.
maddish,80,deferred,,,Not individually approved; not added to puzzles.
madeira,80,deferred,3,Alternative letter-case form of Madeira (“fortified wine”).,Not individually approved; not added to puzzles.
madonna,70,deferred,,,Not individually approved; not added to puzzles.
madrona,70,deferred,,,Not individually approved; not added to puzzles.
madrone,70,deferred,,,Not individually approved; not added to puzzles.
madrono,70,deferred,,,Not individually approved; not added to puzzles.
madtom,80,deferred,,,Not individually approved; not added to puzzles.
madtoms,80,deferred,,,Not individually approved; not added to puzzles.
maduro,70,deferred,,,Not individually approved; not added to puzzles.
maduros,70,deferred,,,Not individually approved; not added to puzzles.
madwort,70,deferred,,,Not individually approved; not added to puzzles.
mae,80,deferred,,,Not individually approved; not added to puzzles.
maenad,70,deferred,,,Not individually approved; not added to puzzles.
maenads,70,deferred,,,Not individually approved; not added to puzzles.
maes,80,deferred,,,Not individually approved; not added to puzzles.
maffick,70,deferred,4,To celebrate a victory in a boisterous manner.,Not individually approved; not added to puzzles.
mafic,80,deferred,,,Not individually approved; not added to puzzles.
magalog,80,deferred,,,Not individually approved; not added to puzzles.
maggid,80,deferred,,,Not individually approved; not added to puzzles.
magian,80,deferred,,,Not individually approved; not added to puzzles.
magics,80,deferred,,,Not individually approved; not added to puzzles.
magilp,80,deferred,,,Not individually approved; not added to puzzles.
magilps,80,deferred,,,Not individually approved; not added to puzzles.
maglev,80,deferred,4,"Describing a train, system, etc, that operates by magnetic levitation.",Not individually approved; not added to puzzles.
maglevs,80,deferred,,,Not individually approved; not added to puzzles.
magmas,80,deferred,,,Not individually approved; not added to puzzles.
magnons,70,deferred,,,Not individually approved; not added to puzzles.
magot,80,deferred,,,Not individually approved; not added to puzzles.
magots,80,deferred,,,Not individually approved; not added to puzzles.
maguey,70,deferred,,,Not individually approved; not added to puzzles.
magueys,70,deferred,,,Not individually approved; not added to puzzles.
magus,70,deferred,4,"A magician; (derogatory) a conjurer or sorcerer, especially one who is a charlatan or trickster.",Not individually approved; not added to puzzles.
mahaleb,80,deferred,,,Not individually approved; not added to puzzles.
mahoe,80,deferred,,,Not individually approved; not added to puzzles.
mahoes,80,deferred,,,Not individually approved; not added to puzzles.
mahonia,80,deferred,,,Not individually approved; not added to puzzles.
mahuang,80,deferred,,,Not individually approved; not added to puzzles.
mahzor,80,deferred,,,Not individually approved; not added to puzzles.
mahzors,80,deferred,,,Not individually approved; not added to puzzles.
maidan,70,deferred,4,A marketplace or other open space in or by a city or town; an esplanade.,Not individually approved; not added to puzzles.
maidish,80,deferred,,,Not individually approved; not added to puzzles.
maiger,70,deferred,,,Not individually approved; not added to puzzles.
maihem,70,deferred,,,Not individually approved; not added to puzzles.
maihems,70,deferred,,,Not individually approved; not added to puzzles.
maile,80,deferred,,,Not individually approved; not added to puzzles.
mailes,80,deferred,,,Not individually approved; not added to puzzles.
maimer,70,deferred,,,Not individually approved; not added to puzzles.
maimers,70,deferred,,,Not individually approved; not added to puzzles.
mainer,80,deferred,,,Not individually approved; not added to puzzles.
mainest,80,deferred,,,Not individually approved; not added to puzzles.
mainnet,70,deferred,,,Not individually approved; not added to puzzles.
mair,80,deferred,,,Not individually approved; not added to puzzles.
maist,80,deferred,,,Not individually approved; not added to puzzles.
majlis,80,deferred,,,Not individually approved; not added to puzzles.
makable,70,deferred,4,Capable of being made.,Not individually approved; not added to puzzles.
makar,80,deferred,4,A poet writing in Scots.,Not individually approved; not added to puzzles.
makars,80,deferred,,,Not individually approved; not added to puzzles.
mako,70,deferred,,,Not individually approved; not added to puzzles.
makos,70,deferred,,,Not individually approved; not added to puzzles.
makuta,70,deferred,,,Not individually approved; not added to puzzles.
makuti,70,deferred,,,Not individually approved; not added to puzzles.
malacca,80,deferred,,,Not individually approved; not added to puzzles.
malacia,80,deferred,,,Not individually approved; not added to puzzles.
malanga,80,deferred,,,Not individually approved; not added to puzzles.
malar,70,deferred,,,Not individually approved; not added to puzzles.
malarky,70,deferred,,,Not individually approved; not added to puzzles.
malars,70,deferred,,,Not individually approved; not added to puzzles.
malate,80,deferred,,,Not individually approved; not added to puzzles.
malates,80,deferred,,,Not individually approved; not added to puzzles.
maleate,70,deferred,4,Any salt or ester of maleic acid.,Not individually approved; not added to puzzles.
malgre,80,deferred,,,Not individually approved; not added to puzzles.
malic,80,deferred,,,Not individually approved; not added to puzzles.
malices,80,deferred,,,Not individually approved; not added to puzzles.
maline,80,deferred,,,Not individually approved; not added to puzzles.
malines,80,deferred,,,Not individually approved; not added to puzzles.
malison,70,deferred,4,"A curse, a malediction.",Not individually approved; not added to puzzles.
malkin,80,deferred,,,Not individually approved; not added to puzzles.
malkins,80,deferred,,,Not individually approved; not added to puzzles.
mallam,70,deferred,,,Not individually approved; not added to puzzles.
mallee,70,deferred,,,Not individually approved; not added to puzzles.
mallees,70,deferred,,,Not individually approved; not added to puzzles.
mallei,70,deferred,,,Not individually approved; not added to puzzles.
malleus,70,deferred,4,The small hammer-shaped bone of the middle ear.,Not individually approved; not added to puzzles.
malling,80,deferred,,,Not individually approved; not added to puzzles.
mallrat,70,deferred,,,Not individually approved; not added to puzzles.
malm,70,deferred,,,Not individually approved; not added to puzzles.
malms,70,deferred,,,Not individually approved; not added to puzzles.
malmsey,70,deferred,,,Not individually approved; not added to puzzles.
malodor,70,deferred,4,An offensive odor.,Not individually approved; not added to puzzles.
maloti,70,deferred,,,Not individually approved; not added to puzzles.
maltase,70,deferred,4,An enzyme that catalyzes the hydrolysis of maltose to glucose; often associated with amylase.,Not individually approved; not added to puzzles.
maltha,70,deferred,,,Not individually approved; not added to puzzles.
malthas,70,deferred,,,Not individually approved; not added to puzzles.
mamelon,70,deferred,,,Not individually approved; not added to puzzles.
mamey,70,deferred,,,Not individually approved; not added to puzzles.
mameyes,80,deferred,,,Not individually approved; not added to puzzles.
mameys,70,deferred,,,Not individually approved; not added to puzzles.
mamluk,80,deferred,,,Not individually approved; not added to puzzles.
mamluks,80,deferred,,,Not individually approved; not added to puzzles.
mammate,80,deferred,,,Not individually approved; not added to puzzles.
mammee,80,deferred,,,Not individually approved; not added to puzzles.
mammees,80,deferred,,,Not individually approved; not added to puzzles.
mammer,80,deferred,,,Not individually approved; not added to puzzles.
mammers,80,deferred,,,Not individually approved; not added to puzzles.
mammet,70,deferred,,,Not individually approved; not added to puzzles.
mammets,70,deferred,,,Not individually approved; not added to puzzles.
mammock,80,deferred,4,A shapeless piece; a fragment.,Not individually approved; not added to puzzles.
mammons,80,deferred,,,Not individually approved; not added to puzzles.
mampara,70,deferred,,,Not individually approved; not added to puzzles.
mamzer,80,deferred,,,Not individually approved; not added to puzzles.
mamzers,80,deferred,,,Not individually approved; not added to puzzles.
manakin,70,deferred,,,Not individually approved; not added to puzzles.
manas,70,deferred,,,Not individually approved; not added to puzzles.
manat,70,deferred,,,Not individually approved; not added to puzzles.
manats,70,deferred,,,Not individually approved; not added to puzzles.
manchet,80,deferred,,,Not individually approved; not added to puzzles.
mandazi,70,deferred,,,Not individually approved; not added to puzzles.
mandir,70,deferred,,,Not individually approved; not added to puzzles.
mandola,70,deferred,,,Not individually approved; not added to puzzles.
maneges,80,deferred,,,Not individually approved; not added to puzzles.
mangas,80,deferred,,,Not individually approved; not added to puzzles.
mangel,80,deferred,,,Not individually approved; not added to puzzles.
mangels,80,deferred,,,Not individually approved; not added to puzzles.
manges,80,deferred,4,"plural of mange. Meaning: A skin disease of nonhuman mammals caused by parasitic mites (Sarcoptes spp., Demodecidae spp.).",Not individually approved; not added to puzzles.
mangily,70,deferred,,,Not individually approved; not added to puzzles.
mangler,70,deferred,,,Not individually approved; not added to puzzles.
mangold,80,deferred,,,Not individually approved; not added to puzzles.
manilas,80,deferred,,,Not individually approved; not added to puzzles.
manille,70,deferred,,,Not individually approved; not added to puzzles.
manioca,80,deferred,,,Not individually approved; not added to puzzles.
maniple,70,deferred,4,"A division of the Roman army numbering 120 (or sometimes 60) soldiers exclusive of officers; (generally, obsolete) any small body of soldiers.",Not individually approved; not added to puzzles.
manito,80,deferred,,,Not individually approved; not added to puzzles.
manitos,80,deferred,,,Not individually approved; not added to puzzles.
manitou,70,deferred,,,Not individually approved; not added to puzzles.
manitu,80,deferred,,,Not individually approved; not added to puzzles.
manitus,80,deferred,,,Not individually approved; not added to puzzles.
manless,80,deferred,,,Not individually approved; not added to puzzles.
mannan,80,deferred,,,Not individually approved; not added to puzzles.
mannans,80,deferred,,,Not individually approved; not added to puzzles.
mannas,80,deferred,,,Not individually approved; not added to puzzles.
mannite,80,deferred,,,Not individually approved; not added to puzzles.
mannose,70,deferred,,,Not individually approved; not added to puzzles.
mano,80,deferred,4,"A stone resembling a rolling pin, used to grind maize or other grain on a metate.",Not individually approved; not added to puzzles.
manos,80,deferred,,,Not individually approved; not added to puzzles.
manpack,80,deferred,,,Not individually approved; not added to puzzles.
manrope,70,deferred,,,Not individually approved; not added to puzzles.
manteau,70,deferred,4,"A cloak or gown, especially of a kind popular with women in the 17th and 18th centuries.",Not individually approved; not added to puzzles.
mantic,70,deferred,,,Not individually approved; not added to puzzles.
mantid,80,deferred,,,Not individually approved; not added to puzzles.
mantids,80,deferred,,,Not individually approved; not added to puzzles.
mantlet,80,deferred,4,A short sleeveless cloak or cape.,Not individually approved; not added to puzzles.
mantram,80,deferred,,,Not individually approved; not added to puzzles.
mantrap,70,deferred,,,Not individually approved; not added to puzzles.
mantric,70,deferred,,,Not individually approved; not added to puzzles.
mantua,70,deferred,,,Not individually approved; not added to puzzles.
mantuas,70,deferred,,,Not individually approved; not added to puzzles.
manurer,80,deferred,,,Not individually approved; not added to puzzles.
manus,80,deferred,4,"A hand, as the part of the fore limb below the forearm in a human, or the corresponding part in other vertebrates.",Not individually approved; not added to puzzles.
manward,80,deferred,,,Not individually approved; not added to puzzles.
manwise,80,deferred,,,Not individually approved; not added to puzzles.
maplike,80,deferred,,,Not individually approved; not added to puzzles.
maqui,80,deferred,,,Not individually approved; not added to puzzles.
maquila,80,deferred,,,Not individually approved; not added to puzzles.
maquis,70,deferred,4,Dense Mediterranean coastal scrub.,Not individually approved; not added to puzzles.
mara,70,deferred,,,Not individually approved; not added to puzzles.
maranta,80,deferred,,,Not individually approved; not added to puzzles.
maras,70,deferred,,,Not individually approved; not added to puzzles.
marasca,70,deferred,,,Not individually approved; not added to puzzles.
marbler,80,deferred,,,Not individually approved; not added to puzzles.
marbly,70,deferred,,,Not individually approved; not added to puzzles.
marc,70,deferred,2,"The refuse matter that remains after fruit, particularly grapes, has been pressed.",Not individually approved; not added to puzzles.
marcato,80,deferred,,,Not individually approved; not added to puzzles.
marcel,70,deferred,3,A hairstyle characterized by deep waves made by a curling iron.,Not individually approved; not added to puzzles.
marcels,70,deferred,,,Not individually approved; not added to puzzles.
marchen,80,deferred,,,Not individually approved; not added to puzzles.
marcs,70,deferred,,,Not individually approved; not added to puzzles.
maremma,70,deferred,,,Not individually approved; not added to puzzles.
maremme,80,deferred,,,Not individually approved; not added to puzzles.
marengo,80,deferred,,,Not individually approved; not added to puzzles.
margay,70,deferred,,,Not individually approved; not added to puzzles.
margays,70,deferred,,,Not individually approved; not added to puzzles.
margent,70,deferred,,,Not individually approved; not added to puzzles.
marges,70,deferred,,,Not individually approved; not added to puzzles.
marish,70,deferred,,,Not individually approved; not added to puzzles.
marka,70,deferred,,,Not individually approved; not added to puzzles.
markas,70,deferred,,,Not individually approved; not added to puzzles.
markhor,70,deferred,,,Not individually approved; not added to puzzles.
marled,80,deferred,,,Not individually approved; not added to puzzles.
marlier,80,deferred,,,Not individually approved; not added to puzzles.
marline,70,deferred,,,Not individually approved; not added to puzzles.
marling,80,deferred,,,Not individually approved; not added to puzzles.
marlite,70,deferred,,,Not individually approved; not added to puzzles.
marls,80,deferred,,,Not individually approved; not added to puzzles.
marly,70,deferred,,,Not individually approved; not added to puzzles.
marmite,70,deferred,4,"A rounded cooking pot of various designs, commonly pot-bellied, with or without tripod, handles, lid etc; originally earthenware but currently more commonly of cast iron or other metals.",Not individually approved; not added to puzzles.
marplot,70,deferred,,,Not individually approved; not added to puzzles.
marram,70,deferred,,,Not individually approved; not added to puzzles.
marrams,70,deferred,,,Not individually approved; not added to puzzles.
marrano,80,deferred,,,Not individually approved; not added to puzzles.
marrier,80,deferred,,,Not individually approved; not added to puzzles.
marron,70,deferred,4,A sweet chestnut.,Not individually approved; not added to puzzles.
marrons,70,deferred,,,Not individually approved; not added to puzzles.
marrowy,80,deferred,,,Not individually approved; not added to puzzles.
marsala,80,deferred,,,Not individually approved; not added to puzzles.
marse,80,deferred,,,Not individually approved; not added to puzzles.
marses,80,deferred,,,Not individually approved; not added to puzzles.
marted,80,deferred,,,Not individually approved; not added to puzzles.
martele,80,deferred,,,Not individually approved; not added to puzzles.
martian,70,deferred,3,Alternative form of Martian packet.,Not individually approved; not added to puzzles.
marting,80,deferred,,,Not individually approved; not added to puzzles.
martlet,70,deferred,,,Not individually approved; not added to puzzles.
martyry,70,deferred,,,Not individually approved; not added to puzzles.
marvy,80,deferred,,,Not individually approved; not added to puzzles.
masalas,70,deferred,,,Not individually approved; not added to puzzles.
mascle,70,deferred,,,Not individually approved; not added to puzzles.
mascles,70,deferred,,,Not individually approved; not added to puzzles.
mascon,70,deferred,,,Not individually approved; not added to puzzles.
mascons,70,deferred,,,Not individually approved; not added to puzzles.
mashie,70,deferred,,,Not individually approved; not added to puzzles.
mashies,70,deferred,,,Not individually approved; not added to puzzles.
